ingr,qty,unit,makes,size
"duck, whole",1,ea,6,portion
salt,2,tbsp,,
scallion,2,ea,,
"garlic, fresh",1,ea,,
"apple, golden delicious",2,ea,,
star anise,4,ea,,
"bay leaf, whole",4,ea,,
cinnamon stick,2,ea,,
cucumber,1,ea,,
flour,135,g,,
water,86.25,g,,
soybean oil,0.38,tbsp,,
plum sauce,3,tbsp,,
