ingr,qty,unit,makes,size
flour,280.0,g,10.0,portion
sugar,82.0,g,,
"butter, unsalted",57.0,g,,
baking powder,0.5,tsp,,
nutmeg,0.5,tsp,,
eggs,1.0,ea,,
"milk, evaporated",0.25,c,,
soybean oil,0.25,c,,
