ingr,qty,unit,makes,size
chicken breast,1.5,lb,4.0,piece
black pepper,0.5,tsp,,
salt,0.25,tsp,,
spinach,5.0,oz,,
"garlic, fresh",4.0,ea,,
olive oil,2.0,tsp,,
asparagus,12.0,ea,,
"butter, unsalted",5.0,tbsp,,
olive oil,2.0,tbsp,,
flour,1.0,tbsp,,
white wine,2.0,tbsp,,
chicken broth,0.75,c,,
lemon juice,1.0,tsp,,
"parsley, fresh",2.0,tbsp,,
capers,2.0,tbsp,,
